S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2783,04/07/2020,Chhattisgarh,3065,614,2437,14
2784,05/07/2020,Chhattisgarh,3161,598,2549,14
2785,06/07/2020,Chhattisgarh,3207,592,2601,14
2786,07/07/2020,Chhattisgarh,3305,624,2667,14
2787,08/07/2020,Chhattisgarh,3415,650,2751,14
2788,09/07/2020,Chhattisgarh,3525,676,2835,14
2789,10/07/2020,Chhattisgarh,3675,757,2903,15
2790,11/07/2020,Chhattisgarh,3767,722,3028,17
2791,12/07/2020,Chhattisgarh,3897,810,3070,17
2792,13/07/2020,Chhattisgarh,4059,887,3153,19
2793,14/07/2020,Chhattisgarh,4217,996,3202,19
2794,15/07/2020,Chhattisgarh,4379,1084,3275,20
2795,16/07/2020,Chhattisgarh,4539,1195,3324,20
2796,17/07/2020,Chhattisgarh,4732,1260,3451,21
2797,18/07/2020,Chhattisgarh,4964,1429,3512,23
2798,19/07/2020,Chhattisgarh,5233,1551,3658,24
2799,20/07/2020,Chhattisgarh,5407,1608,3775,24
2800,21/07/2020,Chhattisgarh,5561,1592,3944,25
2801,22/07/2020,Chhattisgarh,5729,1586,4114,29
2802,23/07/2020,Chhattisgarh,5968,1709,4230,29
2803,24/07/2020,Chhattisgarh,6254,1847,4377,30
2804,25/07/2020,Chhattisgarh,6731,2128,4567,36
2805,26/07/2020,Chhattisgarh,7087,2365,4683,39
2806,27/07/2020,Chhattisgarh,7450,2463,4944,43
2807,28/07/2020,Chhattisgarh,7745,2529,5172,44
2808,29/07/2020,Chhattisgarh,8257,2772,5439,46
2809,30/07/2020,Chhattisgarh,8539,2855,5636,48
2810,31/07/2020,Chhattisgarh,8761,2789,5921,51
2811,01/08/2020,Chhattisgarh,9086,2803,6230,53
2812,02/08/2020,Chhattisgarh,9385,2720,6610,55
2813,03/08/2020,Chhattisgarh,9531,2482,6991,58
2814,04/08/2020,Chhattisgarh,9779,2462,7256,61
2815,05/08/2020,Chhattisgarh,10202,2520,7613,69
2816,06/08/2020,Chhattisgarh,10407,2465,7871,71
2817,07/08/2020,Chhattisgarh,10932,2767,8088,77
2818,08/08/2020,Chhattisgarh,11408,3002,8319,87
2819,09/08/2020,Chhattisgarh,11743,3072,8582,89
2820,10/08/2020,Chhattisgarh,12148,3243,8809,96
2821,11/08/2020,Chhattisgarh,12448,3336,9013,99
2822,12/08/2020,Chhattisgarh,12929,3586,9239,104
2823,13/08/2020,Chhattisgarh,13498,3881,9508,109
2824,14/08/2020,Chhattisgarh,13937,4165,9658,114
2825,15/08/2020,Chhattisgarh,14481,4494,9857,130
2826,16/08/2020,Chhattisgarh,14987,4807,10046,134
2827,17/08/2020,Chhattisgarh,15471,5095,10235,141
2828,18/08/2020,Chhattisgarh,16025,5277,10598,150
2829,19/08/2020,Chhattisgarh,16833,5828,10847,158
2830,20/08/2020,Chhattisgarh,17485,6139,11185,161
2831,21/08/2020,Chhattisgarh,18501,6594,11739,168
2832,22/08/2020,Chhattisgarh,19510,7308,12022,180
2833,23/08/2020,Chhattisgarh,20078,7495,12394,189
2834,24/08/2020,Chhattisgarh,20918,7790,12931,197
2835,25/08/2020,Chhattisgarh,22054,8424,13424,206
2836,26/08/2020,Chhattisgarh,23341,9388,13732,221
2837,27/08/2020,Chhattisgarh,24550,10174,14145,231
2838,28/08/2020,Chhattisgarh,25988,11136,14607,245
2839,29/08/2020,Chhattisgarh,27233,11873,15109,251
2840,30/08/2020,Chhattisgarh,28746,12666,15818,262
2841,31/08/2020,Chhattisgarh,30092,13520,16303,269
2842,01/09/2020,Chhattisgarh,31503,14237,16989,277
2843,02/09/2020,Chhattisgarh,33387,15533,17567,287
2844,03/09/2020,Chhattisgarh,35683,17164,18220,299
2845,04/09/2020,Chhattisgarh,37967,18702,18950,315
2846,05/09/2020,Chhattisgarh,40634,20672,19625,337
2847,06/09/2020,Chhattisgarh,43163,22320,20487,356
2848,07/09/2020,Chhattisgarh,45263,23685,21198,380
2849,08/09/2020,Chhattisgarh,47280,24708,22177,395
2850,09/09/2020,Chhattisgarh,50114,26915,22792,407
2851,10/09/2020,Chhattisgarh,52932,28041,24414,477
2852,11/09/2020,Chhattisgarh,55680,29332,25855,493
2853,12/09/2020,Chhattisgarh,58643,31001,27123,519
2854,13/09/2020,Chhattisgarh,61763,33246,27978,539
2855,14/09/2020,Chhattisgarh,63991,31505,31931,555
2856,15/09/2020,Chhattisgarh,67327,33645,33109,573
2857,16/09/2020,Chhattisgarh,70777,35909,34279,589
2858,17/09/2020,Chhattisgarh,73966,37470,35885,611
2859,18/09/2020,Chhattisgarh,77775,36036,41111,628
2860,19/09/2020,Chhattisgarh,81617,36580,44392,645
2861,20/09/2020,Chhattisgarh,84234,37489,46081,664
2862,21/09/2020,Chhattisgarh,86183,37853,47653,677
2863,22/09/2020,Chhattisgarh,88181,37927,49564,690
2864,23/09/2020,Chhattisgarh,90917,38198,52001,718
2865,24/09/2020,Chhattisgarh,93351,35850,56773,728
2866,25/09/2020,Chhattisgarh,95623,36038,58833,752
2867,26/09/2020,Chhattisgarh,98565,30928,66860,777
2868,27/09/2020,Chhattisgarh,102461,30689,70955,817
2869,28/09/2020,Chhattisgarh,104733,31661,72224,848
2870,29/09/2020,Chhattisgarh,108458,33044,74537,877
2871,30/09/2020,Chhattisgarh,110655,31225,78514,916
2872,01/10/2020,Chhattisgarh,113602,30927,81718,957
2873,02/10/2020,Chhattisgarh,116153,30468,84699,986
2874,03/10/2020,Chhattisgarh,118790,29693,88095,1002
2875,04/10/2020,Chhattisgarh,121400,29292,91077,1031
2876,05/10/2020,Chhattisgarh,123324,28548,93731,1045
2877,06/10/2020,Chhattisgarh,126005,27857,97067,1081
2878,07/10/2020,Chhattisgarh,128893,27238,100551,1104
2879,08/10/2020,Chhattisgarh,131739,26777,103828,1134
2880,09/10/2020,Chhattisgarh,134612,27427,106027,1158
2881,10/10/2020,Chhattisgarh,137570,27439,108935,1196
2882,11/10/2020,Chhattisgarh,140258,27369,111654,1235
2883,12/10/2020,Chhattisgarh,142372,27348,113771,1253
2884,13/10/2020,Chhattisgarh,145247,27421,116540,1286
2885,14/10/2020,Chhattisgarh,147866,27208,119352,1306
2886,15/10/2020,Chhattisgarh,150696,27809,121548,1339
2887,16/10/2020,Chhattisgarh,153515,28187,123943,1385
2888,17/10/2020,Chhattisgarh,155987,27693,126869,1425
2889,18/10/2020,Chhattisgarh,158502,27180,129883,1439
2890,19/10/2020,Chhattisgarh,160396,26750,132168,1478
2891,20/10/2020,Chhattisgarh,162772,25979,135259,1534
2892,21/10/2020,Chhattisgarh,165279,25709,137986,1584
2893,22/10/2020,Chhattisgarh,167639,25795,140216,1628
2894,23/10/2020,Chhattisgarh,170130,25238,143212,1680
2895,24/10/2020,Chhattisgarh,172580,24620,146222,1738
2896,25/10/2020,Chhattisgarh,174591,23899,148899,1793
2897,26/10/2020,Chhattisgarh,175959,23743,150398,1818
2898,27/10/2020,Chhattisgarh,177608,22093,153654,1861
2899,28/10/2020,Chhattisgarh,179654,21693,156080,1881
2900,29/10/2020,Chhattisgarh,181583,22167,157480,1936
2901,30/10/2020,Chhattisgarh,183588,22331,159268,1989
2902,31/10/2020,Chhattisgarh,185306,22350,160918,2038
2903,01/11/2020,Chhattisgarh,187270,22090,163079,2101
2904,02/11/2020,Chhattisgarh,188813,22126,164537,2150
2905,03/11/2020,Chhattisgarh,190513,21914,166391,2208
2906,04/11/2020,Chhattisgarh,192237,21770,168201,2266
2907,05/11/2020,Chhattisgarh,194499,22773,169410,2316
2908,06/11/2020,Chhattisgarh,196233,23113,170760,2360
2909,07/11/2020,Chhattisgarh,197991,23066,172513,2412
2910,08/11/2020,Chhattisgarh,199562,23256,173872,2434
2911,09/11/2020,Chhattisgarh,200937,22361,176129,2447
2912,10/11/2020,Chhattisgarh,202523,21221,178838,2464
2913,11/11/2020,Chhattisgarh,204202,20725,180995,2482
2914,12/11/2020,Chhattisgarh,205923,20226,183190,2507
2915,13/11/2020,Chhattisgarh,207740,20061,185152,2527
2916,14/11/2020,Chhattisgarh,209288,19221,187522,2545
2917,15/11/2020,Chhattisgarh,210004,19275,188167,2562
2918,16/11/2020,Chhattisgarh,210534,19087,188869,2578
2919,17/11/2020,Chhattisgarh,211644,18577,190463,2604
2920,18/11/2020,Chhattisgarh,213365,18561,192181,2623
2921,19/11/2020,Chhattisgarh,215413,18770,193997,2646
2922,20/11/2020,Chhattisgarh,217562,19421,195469,2672
2923,21/11/2020,Chhattisgarh,219404,19817,196896,2691
2924,22/11/2020,Chhattisgarh,221688,20659,198316,2713
2925,23/11/2020,Chhattisgarh,223436,21393,199311,2732
2926,24/11/2020,Chhattisgarh,225497,21926,200825,2746
2927,25/11/2020,Chhattisgarh,227326,22815,201744,2767
2928,26/11/2020,Chhattisgarh,229203,24676,201744,2783
2929,27/11/2020,Chhattisgarh,230956,23957,204198,2801
2930,28/11/2020,Chhattisgarh,232835,21839,208183,2813
2931,29/11/2020,Chhattisgarh,234725,20978,210917,2830
2932,30/11/2020,Chhattisgarh,235998,20641,212517,2840
2933,01/12/2020,Chhattisgarh,237322,19635,214826,2861
2934,02/12/2020,Chhattisgarh,239215,19333,216990,2892
2935,03/12/2020,Chhattisgarh,240863,19749,218195,2919
2936,04/12/2020,Chhattisgarh,242418,19300,220177,2941
2937,05/12/2020,Chhattisgarh,243997,19351,221690,2956
2938,06/12/2020,Chhattisgarh,245580,19533,223070,2977
2939,07/12/2020,Chhattisgarh,246809,20048,223772,2989
2940,08/12/2020,Chhattisgarh,248232,19589,225633,3010
2941,09/12/2020,Chhattisgarh,249699,19516,227158,3025
2942,10/12/2020,Chhattisgarh,251120,19778,228304,3038
2943,11/12/2020,Chhattisgarh,252638,19346,230238,3054
2944,12/12/2020,Chhattisgarh,254129,18346,232715,3068
2945,13/12/2020,Chhattisgarh,255761,18640,234037,3084
2946,14/12/2020,Chhattisgarh,257020,19070,234853,3097
2947,15/12/2020,Chhattisgarh,258635,18931,236588,3116
2948,17/12/2020,Chhattisgarh,261901,17468,241288,3145
2949,18/12/2020,Chhattisgarh,263485,17407,242922,3156
2950,19/12/2020,Chhattisgarh,264898,17488,244247,3163
2951,20/12/2020,Chhattisgarh,266266,17040,246054,3172
2952,21/12/2020,Chhattisgarh,267219,16558,247480,3181
2953,22/12/2020,Chhattisgarh,268477,16060,249218,3199
2954,23/12/2020,Chhattisgarh,269857,15879,250766,3212
2955,24/12/2020,Chhattisgarh,271194,15635,252332,3227
2956,25/12/2020,Chhattisgarh,272426,15153,254024,3249
2957,26/12/2020,Chhattisgarh,273279,14759,255257,3263
2958,27/12/2020,Chhattisgarh,274324,14028,257021,3275
2959,28/12/2020,Chhattisgarh,275149,13701,258155,3293
2960,29/12/2020,Chhattisgarh,276337,12962,260056,3319
2961,30/12/2020,Chhattisgarh,277471,12472,261663,3336
2962,31/12/2020,Chhattisgarh,278540,11939,263251,3350
2963,03/01/2021,Chhattisgarh,281654,10517,267751,3386
2964,04/01/2021,Chhattisgarh,282368,9980,268988,3400
2965,05/01/2021,Chhattisgarh,283515,9766,270337,3412
2966,06/01/2021,Chhattisgarh,284536,9111,271988,3437
2967,07/01/2021,Chhattisgarh,285586,9109,273030,3447
2968,08/01/2021,Chhattisgarh,286596,8859,274283,3454
2969,09/01/2021,Chhattisgarh,287556,9045,275042,3469
2970,10/01/2021,Chhattisgarh,288570,9274,275812,3484
2971,11/01/2021,Chhattisgarh,289231,8967,276774,3490
2972,12/01/2021,Chhattisgarh,290084,8550,278029,3505
2973,13/01/2021,Chhattisgarh,290813,8060,279236,3517
2974,14/01/2021,Chhattisgarh,291484,7791,280166,3527
2975,15/01/2021,Chhattisgarh,292091,7418,281136,3537
2976,16/01/2021,Chhattisgarh,292612,6923,282145,3544
2977,17/01/2021,Chhattisgarh,293178,6867,282760,3551
2978,18/01/2021,Chhattisgarh,293501,6832,283111,3558
2979,19/01/2021,Chhattisgarh,293972,5995,284412,3565
2980,20/01/2021,Chhattisgarh,294355,5932,284848,3575
2981,21/01/2021,Chhattisgarh,294949,5798,285566,3585
2982,22/01/2021,Chhattisgarh,295509,5638,286277,3594
2983,23/01/2021,Chhattisgarh,295949,5308,287040,3601
2984,24/01/2021,Chhattisgarh,296326,5040,287677,3609
2985,25/01/2021,Chhattisgarh,296626,4943,288066,3617
2986,27/01/2021,Chhattisgarh,297429,5021,288764,3644
2987,28/01/2021,Chhattisgarh,297868,4513,289708,3647
2988,29/01/2021,Chhattisgarh,304319,4450,296187,3682
2989,30/01/2021,Chhattisgarh,304689,4358,296642,3689
2990,31/01/2021,Chhattisgarh,305102,4260,297144,3698
2991,01/02/2021,Chhattisgarh,305367,4327,297339,3701
2992,02/02/2021,Chhattisgarh,305689,4124,297859,3706
2993,03/02/2021,Chhattisgarh,306019,4173,298135,3711
2994,04/02/2021,Chhattisgarh,306370,4315,298337,3718
2995,05/02/2021,Chhattisgarh,306743,4295,298724,3724
2996,06/02/2021,Chhattisgarh,307079,4360,298987,3732
2997,07/02/2021,Chhattisgarh,307339,4320,299284,3735
2998,08/02/2021,Chhattisgarh,307525,4290,299494,3741
2999,09/02/2021,Chhattisgarh,307790,4190,299856,3744
3000,10/02/2021,Chhattisgarh,307996,4172,300078,3746
3001,11/02/2021,Chhattisgarh,308218,4073,300390,3755
3002,12/02/2021,Chhattisgarh,308472,3475,301238,3759
3003,13/02/2021,Chhattisgarh,308701,3287,301648,3766
3004,14/02/2021,Chhattisgarh,308930,3255,301904,3771
3005,15/02/2021,Chhattisgarh,309099,3258,302069,3772
3006,16/02/2021,Chhattisgarh,309373,3039,302557,3777
3007,17/02/2021,Chhattisgarh,309623,2905,302935,3783
3008,18/02/2021,Chhattisgarh,309934,3009,303137,3788
3009,19/02/2021,Chhattisgarh,310210,3005,303415,3790
3010,20/02/2021,Chhattisgarh,310469,3039,303637,3793
3011,21/02/2021,Chhattisgarh,310732,3102,303835,3795
3012,22/02/2021,Chhattisgarh,310885,3112,303973,3800
3013,23/02/2021,Chhattisgarh,311159,2998,304355,3806
3014,24/02/2021,Chhattisgarh,311433,2977,304647,3809
3015,25/02/2021,Chhattisgarh,311680,2911,304956,3813
3016,26/02/2021,Chhattisgarh,311900,2865,305214,3821
3017,27/02/2021,Chhattisgarh,312179,2827,305524,3828
3018,01/03/2021,Chhattisgarh,312560,2774,305951,3835
3019,02/03/2021,Chhattisgarh,312816,2880,306094,3842
3020,03/03/2021,Chhattisgarh,313032,2836,306352,3844
3021,04/03/2021,Chhattisgarh,313299,2961,306490,3848
3022,06/03/2021,Chhattisgarh,313808,2816,307138,3854
3023,07/03/2021,Chhattisgarh,314098,2721,307522,3855
3024,08/03/2021,Chhattisgarh,314320,2820,307642,3858
3025,09/03/2021,Chhattisgarh,314640,2919,307862,3859
3026,10/03/2021,Chhattisgarh,315030,3023,308143,3864
3027,11/03/2021,Chhattisgarh,315486,3345,308269,3872
3028,13/03/2021,Chhattisgarh,316311,3577,308854,3880
3029,14/03/2021,Chhattisgarh,316854,3770,309198,3886
3030,15/03/2021,Chhattisgarh,317329,4006,309433,3890
3031,16/03/2021,Chhattisgarh,317974,4098,309979,3897
3032,17/03/2021,Chhattisgarh,318830,4661,310260,3909
3033,18/03/2021,Chhattisgarh,319717,5299,310503,3915
3034,19/03/2021,Chhattisgarh,320783,6025,310838,3920
3035,20/03/2021,Chhattisgarh,321880,6753,311198,3929
3036,21/03/2021,Chhattisgarh,323153,7693,311520,3940
3037,22/03/2021,Chhattisgarh,324153,8442,311761,3950
3038,23/03/2021,Chhattisgarh,325678,9205,312511,3962
3039,24/03/2021,Chhattisgarh,327588,10491,313115,3982
3040,25/03/2021,Chhattisgarh,329694,11934,313749,4011
3041,27/03/2021,Chhattisgarh,334778,15307,315423,4048
3042,28/03/2021,Chhattisgarh,337940,17836,316043,4061
3043,29/03/2021,Chhattisgarh,340093,19239,316778,4076
3044,30/03/2021,Chhattisgarh,341516,20181,317239,4096
3045,31/03/2021,Chhattisgarh,344624,22057,318436,4131
3046,01/04/2021,Chhattisgarh,349187,25529,319488,4170
3047,02/04/2021,Chhattisgarh,353804,28987,320613,4204
3048,03/04/2021,Chhattisgarh,357978,31858,321873,4247
3049,04/04/2021,Chhattisgarh,363796,36312,323201,4283
3050,05/04/2021,Chhattisgarh,369046,38450,326277,4319
3051,06/04/2021,Chhattisgarh,376348,44296,327689,4363
3052,07/04/2021,Chhattisgarh,386269,52445,329408,4416
3053,08/04/2021,Chhattisgarh,396579,58883,333227,4469
3054,09/04/2021,Chhattisgarh,407231,68125,334543,4563
3055,10/04/2021,Chhattisgarh,418678,76868,337156,4654
3056,11/04/2021,Chhattisgarh,432776,85860,342139,4777
3057,12/04/2021,Chhattisgarh,443297,90277,348121,4899
3058,13/04/2021,Chhattisgarh,456873,98856,352986,5031
3059,14/04/2021,Chhattisgarh,471994,109139,357668,5187
3060,15/04/2021,Chhattisgarh,486244,118636,362301,5307
3061,16/04/2021,Chhattisgarh,501500,121769,374289,5442
3062,09/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3063,10/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3064,11/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3065,12/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3066,13/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3067,14/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3068,15/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3069,16/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3070,17/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3071,18/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3072,19/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3073,20/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3074,21/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3075,22/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3076,23/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
3077,24/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
3078,25/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
3079,26/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
3080,27/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
3081,28/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
3082,29/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
3083,30/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
3084,31/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
3085,01/06/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
3086,02/06/2020,Dadra and Nagar Haveli and Daman and Diu,3,2,1,0
3087,03/06/2020,Dadra and Nagar Haveli and Daman and Diu,4,3,1,0
3088,04/06/2020,Dadra and Nagar Haveli and Daman and Diu,8,7,1,0
3089,05/06/2020,Dadra and Nagar Haveli and Daman and Diu,12,11,1,0
3090,06/06/2020,Dadra and Nagar Haveli and Daman and Diu,14,13,1,0
3091,07/06/2020,Dadra and Nagar Haveli and Daman and Diu,19,18,1,0
3092,08/06/2020,Dadra and Nagar Haveli and Daman and Diu,20,18,2,0
3093,09/06/2020,Dadra and Nagar Haveli and Daman and Diu,22,20,2,0
3094,10/06/2020,Dadra and Nagar Haveli and Daman and Diu,22,20,2,0
3095,11/06/2020,Dadra and Nagar Haveli and Daman and Diu,28,26,2,0
3096,12/06/2020,Dadra and Nagar Haveli and Daman and Diu,30,28,2,0
3097,13/06/2020,Dadra and Nagar Haveli and Daman and Diu,30,28,2,0
3098,14/06/2020,Dadra and Nagar Haveli and Daman and Diu,35,33,2,0
3099,15/06/2020,Dadra and Nagar Haveli and Daman and Diu,36,34,2,0
3100,16/06/2020,Dadra and Nagar Haveli and Daman and Diu,36,31,5,0
3101,17/06/2020,Dadra and Nagar Haveli and Daman and Diu,45,36,9,0
3102,18/06/2020,Dadra and Nagar Haveli and Daman and Diu,57,45,12,0
3103,19/06/2020,Dadra and Nagar Haveli and Daman and Diu,58,45,13,0
3104,20/06/2020,Dadra and Nagar Haveli and Daman and Diu,62,48,14,0
3105,21/06/2020,Dadra and Nagar Haveli and Daman and Diu,68,42,26,0
3106,22/06/2020,Dadra and Nagar Haveli and Daman and Diu,88,62,26,0
3107,23/06/2020,Dadra and Nagar Haveli and Daman and Diu,91,64,27,0
3108,24/06/2020,Dadra and Nagar Haveli and Daman and Diu,120,91,29,0
3109,25/06/2020,Dadra and Nagar Haveli and Daman and Diu,120,90,30,0
3110,26/06/2020,Dadra and Nagar Haveli and Daman and Diu,155,123,32,0
3111,27/06/2020,Dadra and Nagar Haveli and Daman and Diu,163,122,41,0
3112,28/06/2020,Dadra and Nagar Haveli and Daman and Diu,177,122,55,0
3113,29/06/2020,Dadra and Nagar Haveli and Daman and Diu,178,118,60,0
3114,30/06/2020,Dadra and Nagar Haveli and Daman and Diu,203,126,77,0
3115,01/07/2020,Dadra and Nagar Haveli and Daman and Diu,213,131,82,0
3116,02/07/2020,Dadra and Nagar Haveli and Daman and Diu,215,129,86,0
3117,03/07/2020,Dadra and Nagar Haveli and Daman and Diu,230,141,89,0
3118,04/07/2020,Dadra and Nagar Haveli and Daman and Diu,257,161,96,0
3119,05/07/2020,Dadra and Nagar Haveli and Daman and Diu,271,175,96,0
3120,06/07/2020,Dadra and Nagar Haveli and Daman and Diu,271,165,106,0
3121,07/07/2020,Dadra and Nagar Haveli and Daman and Diu,297,183,114,0
3122,08/07/2020,Dadra and Nagar Haveli and Daman and Diu,405,222,183,0
3123,09/07/2020,Dadra and Nagar Haveli and Daman and Diu,408,224,184,0
3124,10/07/2020,Dadra and Nagar Haveli and Daman and Diu,411,222,189,0
3125,11/07/2020,Dadra and Nagar Haveli and Daman and Diu,459,248,211,0
3126,12/07/2020,Dadra and Nagar Haveli and Daman and Diu,471,245,226,0
3127,13/07/2020,Dadra and Nagar Haveli and Daman and Diu,479,234,245,0
3128,14/07/2020,Dadra and Nagar Haveli and Daman and Diu,495,226,268,1
3129,15/07/2020,Dadra and Nagar Haveli and Daman and Diu,520,209,310,1
3130,16/07/2020,Dadra and Nagar Haveli and Daman and Diu,539,180,357,2
3131,17/07/2020,Dadra and Nagar Haveli and Daman and Diu,552,179,371,2
3132,18/07/2020,Dadra and Nagar Haveli and Daman and Diu,585,182,401,2
3133,19/07/2020,Dadra and Nagar Haveli and Daman and Diu,602,186,414,2
3134,20/07/2020,Dadra and Nagar Haveli and Daman and Diu,605,189,414,2
3135,21/07/2020,Dadra and Nagar Haveli and Daman and Diu,684,234,448,2
3136,22/07/2020,Dadra and Nagar Haveli and Daman and Diu,705,240,463,2
3137,23/07/2020,Dadra and Nagar Haveli and Daman and Diu,733,257,474,2
3138,24/07/2020,Dadra and Nagar Haveli and Daman and Diu,770,279,489,2
3139,25/07/2020,Dadra and Nagar Haveli and Daman and Diu,815,301,512,2
3140,26/07/2020,Dadra and Nagar Haveli and Daman and Diu,860,328,530,2
3141,27/07/2020,Dadra and Nagar Haveli and Daman and Diu,914,362,550,2
3142,28/07/2020,Dadra and Nagar Haveli and Daman and Diu,946,380,564,2
3143,29/07/2020,Dadra and Nagar Haveli and Daman and Diu,982,384,596,2
3144,30/07/2020,Dadra and Nagar Haveli and Daman and Diu,1026,376,648,2
3145,31/07/2020,Dadra and Nagar Haveli and Daman and Diu,1064,394,668,2
3146,01/08/2020,Dadra and Nagar Haveli and Daman and Diu,1100,412,686,2
3147,02/08/2020,Dadra and Nagar Haveli and Daman and Diu,1145,418,725,2
3148,03/08/2020,Dadra and Nagar Haveli and Daman and Diu,1184,416,766,2
3149,04/08/2020,Dadra and Nagar Haveli and Daman and Diu,1274,412,860,2
3150,05/08/2020,Dadra and Nagar Haveli and Daman and Diu,1325,404,919,2
3151,06/08/2020,Dadra and Nagar Haveli and Daman and Diu,1366,404,960,2
3152,07/08/2020,Dadra and Nagar Haveli and Daman and Diu,1391,416,973,2
3153,08/08/2020,Dadra and Nagar Haveli and Daman and Diu,1437,421,1014,2
3154,09/08/2020,Dadra and Nagar Haveli and Daman and Diu,1456,417,1037,2
3155,10/08/2020,Dadra and Nagar Haveli and Daman and Diu,1564,441,1121,2
3156,11/08/2020,Dadra and Nagar Haveli and Daman and Diu,1613,444,1167,2
3157,12/08/2020,Dadra and Nagar Haveli and Daman and Diu,1653,442,1209,2
3158,13/08/2020,Dadra and Nagar Haveli and Daman and Diu,1696,446,1248,2
3159,14/08/2020,Dadra and Nagar Haveli and Daman and Diu,1752,458,1292,2
3160,15/08/2020,Dadra and Nagar Haveli and Daman and Diu,1797,464,1331,2
3161,16/08/2020,Dadra and Nagar Haveli and Daman and Diu,1843,457,1384,2
3162,17/08/2020,Dadra and Nagar Haveli and Daman and Diu,1878,445,1431,2
3163,18/08/2020,Dadra and Nagar Haveli and Daman and Diu,1908,447,1459,2
3164,19/08/2020,Dadra and Nagar Haveli and Daman and Diu,1951,425,1524,2
3165,20/08/2020,Dadra and Nagar Haveli and Daman and Diu,1995,389,1604,2
3166,21/08/2020,Dadra and Nagar Haveli and Daman and Diu,2030,401,1627,2
3167,22/08/2020,Dadra and Nagar Haveli and Daman and Diu,2082,428,1652,2
3168,23/08/2020,Dadra and Nagar Haveli and Daman and Diu,2120,416,1702,2
3169,24/08/2020,Dadra and Nagar Haveli and Daman and Diu,2161,406,1753,2
3170,25/08/2020,Dadra and Nagar Haveli and Daman and Diu,2181,393,1786,2
3171,26/08/2020,Dadra and Nagar Haveli and Daman and Diu,2203,381,1820,2
3172,27/08/2020,Dadra and Nagar Haveli and Daman and Diu,2228,364,1862,2
3173,28/08/2020,Dadra and Nagar Haveli and Daman and Diu,2266,348,1916,2
3174,29/08/2020,Dadra and Nagar Haveli and Daman and Diu,2290,328,1960,2
3175,30/08/2020,Dadra and Nagar Haveli and Daman and Diu,2306,306,1998,2
3176,31/08/2020,Dadra and Nagar Haveli and Daman and Diu,2340,296,2042,2
3177,01/09/2020,Dadra and Nagar Haveli and Daman and Diu,2367,284,2081,2
3178,02/09/2020,Dadra and Nagar Haveli and Daman and Diu,2386,262,2122,2
3179,03/09/2020,Dadra and Nagar Haveli and Daman and Diu,2435,292,2141,2
3180,04/09/2020,Dadra and Nagar Haveli and Daman and Diu,2450,294,2154,2
3181,05/09/2020,Dadra and Nagar Haveli and Daman and Diu,2467,285,2180,2
3182,06/09/2020,Dadra and Nagar Haveli and Daman and Diu,2537,301,2234,2
3183,07/09/2020,Dadra and Nagar Haveli and Daman and Diu,2575,302,2271,2
3184,08/09/2020,Dadra and Nagar Haveli and Daman and Diu,2590,297,2291,2
3185,09/09/2020,Dadra and Nagar Haveli and Daman and Diu,2617,294,2321,2
3186,10/09/2020,Dadra and Nagar Haveli and Daman and Diu,2643,295,2346,2
3187,11/09/2020,Dadra and Nagar Haveli and Daman and Diu,2671,294,2375,2
3188,12/09/2020,Dadra and Nagar Haveli and Daman and Diu,2695,280,2413,2
3189,13/09/2020,Dadra and Nagar Haveli and Daman and Diu,2725,279,2444,2
3190,14/09/2020,Dadra and Nagar Haveli and Daman and Diu,2745,255,2488,2
3191,15/09/2020,Dadra and Nagar Haveli and Daman and Diu,2763,248,2513,2
3192,16/09/2020,Dadra and Nagar Haveli and Daman and Diu,2783,229,2552,2
3193,17/09/2020,Dadra and Nagar Haveli and Daman and Diu,2810,233,2575,2
3194,18/09/2020,Dadra and Nagar Haveli and Daman and Diu,2831,221,2608,2
